match,row,kills,deaths,assists,damage,dmg_taken,healing,mvp
54,11,8,6,12,4951,10132,11819,FALSE
54,12,11,9,0,7866,5745,0,FALSE
54,13,10,5,0,13701,3252,0,FALSE
55,2,18,1,39,5295,5069,26068,FALSE
55,3,25,6,0,15872,10597,0,FALSE
55,4,25,3,2,10473,15697,0,FALSE
55,5,36,5,14,22093,10629,0,TRUE
55,6,42,2,1,14901,33159,0,FALSE
55,7,7,1,44,1148,3400,22320,FALSE
55,8,6,10,2,8885,26452,0,FALSE
55,9,8,9,9,5850,5427,18084,FALSE
55,10,9,8,8,5540,9496,20580,FALSE
55,11,8,11,0,11209,29931,0,FALSE
55,12,7,10,0,13620,8201,0,FALSE
55,13,11,12,3,16537,9806,0,TRUE
56,2,23,10,36,12656,12944,41332,TRUE
56,3,29,11,2,20703,45234,0,FALSE
56,4,20,10,36,10531,21232,28112,FALSE
56,5,30,10,5,24740,34678,0,FALSE
56,6,33,15,0,14324,16052,0,FALSE
56,7,28,13,4,11636,8683,0,FALSE
56,8,36,10,3,24258,23771,0,FALSE
56,9,25,9,30,15434,19538,22284,TRUE
56,10,30,13,6,25239,23448,0,FALSE
56,11,39,12,0,19752,9466,0,FALSE
56,12,17,12,36,8127,9517,25153,FALSE
56,13,20,12,3,23155,27696,2313,FALSE
57,2,5,7,0,6133,9371,0,FALSE
57,3,6,8,8,5196,6165,11779,FALSE
57,4,6,7,0,5169,24781,460,FALSE
57,5,8,9,4,5882,19173,0,FALSE
57,6,8,8,10,3730,11142,18790,TRUE
57,7,8,9,4,8604,8125,0,FALSE
57,8,19,3,1,11831,15163,831,FALSE
57,9,6,1,26,1902,2590,14459,FALSE
57,10,20,2,22,7479,8402,6014,FALSE
57,11,26,1,4,17332,5740,0,TRUE
57,12,23,6,0,9981,4788,0,FALSE
57,13,18,5,8,13777,3281,0,FALSE
58,2,11,5,38,4442,3984,19500,FALSE
58,3,41,3,0,19502,12275,25,FALSE
58,4,30,5,5,17276,11237,0,FALSE
58,5,39,8,0,19630,6487,0,TRUE
58,6,26,4,42,5956,10658,22843,FALSE
58,7,34,4,7,11518,32587,0,FALSE
58,8,10,13,13,6663,11852,15832,FALSE
58,9,5,12,13,5697,13911,19071,FALSE
58,10,20,11,1,16624,8328,0,TRUE
58,11,10,12,1,9836,31651,0,FALSE
58,12,10,15,4,16592,9018,0,FALSE
58,13,7,13,3,6768,24153,5733,FALSE
59,2,16,10,1,18589,9359,3897,FALSE
59,3,7,5,20,3583,5655,20984,FALSE
59,4,17,7,0,18066,37823,0,TRUE
59,5,9,5,19,9140,15339,16355,FALSE
59,6,14,7,5,15568,5236,0,FALSE
59,7,14,6,7,14990,4649,0,FALSE
59,8,11,5,19,6681,13907,25521,FALSE
59,9,16,4,2,13370,26864,2052,FALSE
59,10,22,5,6,12778,8116,0,TRUE
59,11,4,6,13,2968,6229,20555,FALSE
59,12,11,5,4,12103,30128,0,FALSE
59,13,18,10,2,15943,6805,0,FALSE
60,2,20,5,6,15958,23733,0,FALSE
60,3,13,5,30,6184,7055,22313,FALSE
60,4,19,7,11,12254,16418,8961,FALSE
60,5,7,5,19,11723,4530,12079,FALSE
60,6,28,8,2,19515,24854,0,TRUE
60,7,25,7,9,15625,9048,0,FALSE
60,8,17,9,0,11992,7250,0,FALSE
60,9,12,7,5,10085,23632,133,FALSE
60,10,16,6,8,15253,34120,0,TRUE
60,11,16,8,3,17674,9690,461,FALSE
60,12,16,8,20,11219,15580,25479,FALSE
60,13,5,6,15,5136,6626,24671,FALSE
61,2,5,6,3,5352,5314,5907,TRUE
61,3,0,5,0,1329,3130,0,FALSE
61,4,8,5,0,8229,12715,1264,FALSE
61,5,3,4,0,12663,2374,163,FALSE
61,6,4,6,0,5251,4668,0,FALSE
61,7,4,5,6,4875,3534,12420,FALSE
61,8,9,3,10,2856,7004,7230,FALSE
61,9,1,2,21,213,3222,15832,FALSE
61,10,14,1,5,5595,4347,7629,TRUE
61,11,15,3,0,6944,3344,0,FALSE
61,12,14,1,0,8329,4678,0,FALSE
61,13,8,1,3,6460,23818,0,FALSE
62,2,12,2,9,3614,1828,2632,TRUE
62,3,17,0,1,3980,2065,0,FALSE
62,4,15,0,0,2705,1648,0,FALSE
62,5,10,2,2,1649,1238,0,FALSE
62,6,15,1,1,1785,1948,0,FALSE
62,7,9,0,18,925,2231,3390,FALSE
62,8,1,4,0,1837,2597,0,FALSE
62,9,1,4,2,1221,4313,475,FALSE
62,10,2,5,0,2214,2551,0,FALSE
62,11,2,4,1,825,1666,3067,TRUE
62,12,0,0,0,0,0,0,FALSE
62,13,1,6,0,1688,2639,1559,FALSE
62,14,1,5,0,1724,1715,0,FALSE
62,15,0,0,0,0,0,0,FALSE
63,2,43,12,0,31415,12152,0,FALSE
63,3,24,11,53,10464,10947,39644,FALSE
63,4,28,9,4,22561,69186,0,FALSE
63,5,51,8,10,37394,11453,0,TRUE
63,6,37,13,1,29886,27224,108,FALSE
63,7,11,9,43,6987,9363,28235,FALSE
63,8,26,13,35,15716,29328,31795,TRUE
63,9,29,21,2,17141,17030,0,FALSE
63,10,28,16,1,21209,17978,0,FALSE
63,11,31,13,5,22924,52110,1371,FALSE
63,12,31,10,6,19308,38660,223,FALSE
63,13,12,9,36,5667,12826,50303,FALSE
64,2,18,9,1,13976,31323,0,FALSE
64,3,8,10,20,6025,8133,18972,FALSE
64,4,21,10,2,9932,11381,0,FALSE
64,5,19,9,1,16293,9054,0,FALSE
64,6,12,10,25,5425,7821,23992,FALSE
64,7,23,8,6,16779,25004,403,TRUE
64,8,26,7,3,19195,32330,0,FALSE
64,9,18,8,2,10056,24943,3,FALSE
64,10,32,6,0,22847,7627,0,FALSE
64,11,10,3,32,4168,4583,23204,FALSE
64,12,24,3,31,9957,17284,20223,TRUE
64,13,26,8,6,11755,7114,0,FALSE
65,2,24,4,5,9586,4118,0,TRUE
65,3,3,6,14,3112,3981,6255,FALSE
65,4,22,3,12,8792,17142,0,FALSE
65,5,12,5,1,9214,10201,685,FALSE
65,6,17,3,4,12250,4294,0,FALSE
65,7,7,4,18,1683,3477,13952,FALSE
65,8,9,9,4,6932,11599,601,FALSE
65,9,10,5,2,6727,3199,4756,FALSE
65,10,10,10,0,12442,10874,0,FALSE
65,11,8,7,8,4851,5599,6037,FALSE
65,12,12,7,0,7859,14641,35,TRUE
65,13,6,6,12,3796,6213,12713,FALSE
66,2,29,13,53,12328,13554,27588,FALSE
66,3,10,15,44,6898,10829,34518,FALSE
66,4,55,15,15,22396,14497,0,FALSE
66,5,47,10,5,29275,79981,0,TRUE
66,6,40,17,2,24507,8561,0,FALSE
66,7,35,9,9,23495,13151,303,FALSE
66,8,11,9,23,9886,26917,21374,FALSE
66,9,14,16,31,8514,30018,27582,FALSE
66,10,32,15,6,27381,51260,0,FALSE
66,11,13,15,40,10438,15312,26943,FALSE
66,12,43,19,0,28137,17947,0,TRUE
66,13,43,18,0,25447,15027,0,FALSE
67,2,16,4,29,15389,4005,17899,FALSE
67,3,26,1,23,13498,5356,23909,TRUE
67,4,38,4,3,32022,6032,0,FALSE
67,5,42,7,6,24410,21636,0,FALSE
67,6,22,6,19,9136,12058,24785,FALSE
67,7,34,3,5,21434,50471,0,FALSE
67,8,14,13,17,9488,10221,37055,TRUE
67,9,14,12,2,19940,22993,0,FALSE
67,10,11,13,2,16906,30442,2914,FALSE
67,11,9,21,2,16255,27010,0,FALSE
67,12,9,13,11,8105,11180,29850,FALSE
67,13,14,12,2,11921,48360,0,FALSE
68,2,35,5,6,30751,33807,0,TRUE
68,3,35,12,23,29423,15836,0,FALSE
68,4,30,5,43,15003,6132,25507,FALSE
68,5,40,6,4,26326,9392,0,FALSE
68,6,37,7,1,29476,34170,0,FALSE
68,7,28,5,49,9314,5757,33308,FALSE
68,8,11,6,25,6806,10077,45494,TRUE
68,9,17,16,14,26350,13372,0,FALSE
68,10,22,7,0,18950,11077,0,FALSE
68,11,10,15,0,10999,41266,0,FALSE
68,12,12,10,21,3200,11243,38081,FALSE
68,13,14,18,1,22169,66617,0,FALSE
69,2,24,2,0,13164,4575,0,FALSE
69,3,23,5,14,7963,26471,0,FALSE
69,4,36,7,1,14030,27006,0,TRUE
69,5,19,8,30,12878,5671,0,FALSE
69,6,18,5,34,7220,5534,18119,FALSE
69,7,24,4,31,6757,13684,20827,FALSE
69,8,13,11,9,13907,7956,0,FALSE
69,9,7,10,8,8132,13501,1400,FALSE
69,10,13,10,15,6761,7428,22842,FALSE
69,11,9,7,16,7152,6534,11269,FALSE
69,12,23,6,0,13243,7538,0,TRUE
69,13,13,9,2,8314,24243,0,FALSE
70,2,10,2,23,4390,4509,13253,FALSE
70,3,7,2,8,7031,4865,8574,FALSE
70,4,15,2,2,14934,6277,0,FALSE
70,5,19,2,0,12162,27475,0,TRUE
70,6,10,4,13,5425,6597,9209,FALSE
70,7,20,3,0,10600,2945,0,FALSE
70,8,9,7,2,12971,6523,0,TRUE
70,9,7,7,1,8402,18047,0,FALSE
70,10,9,7,4,5360,3668,0,FALSE
70,11,8,4,0,7295,17320,0,FALSE
70,12,4,7,5,4723,4740,10996,FALSE
70,13,2,6,8,5129,10263,12209,FALSE
71,2,39,15,6,23217,14312,0,FALSE
71,3,19,11,37,10320,10180,27185,FALSE
71,4,34,9,3,27391,38766,0,FALSE
71,5,29,6,39,14816,25929,33606,TRUE
71,6,38,12,8,30298,17772,5474,FALSE
71,7,28,7,17,19388,36544,5730,FALSE
71,8,27,11,2,20464,37372,0,FALSE
71,9,34,12,3,30000,65013,0,TRUE
71,10,29,16,24,20812,9858,2480,FALSE
71,11,21,9,31,14290,25534,39130,FALSE
71,12,20,13,26,13610,13970,29331,FALSE
71,13,26,16,2,18239,21654,4231,FALSE
72,2,1,5,4,3109,5868,8961,FALSE
72,3,2,3,0,6826,5592,0,FALSE
72,4,4,5,0,4611,3606,43,FALSE
72,5,2,6,2,3550,4791,11613,FALSE
72,6,3,6,0,3831,3655,4208,FALSE
72,7,5,6,0,7539,17081,0,TRUE
72,8,5,0,22,3023,6337,9390,FALSE
72,9,19,2,4,9481,11046,0,FALSE
72,10,18,1,15,4768,3869,10839,TRUE
72,11,9,2,0,5078,8183,0,FALSE
72,12,14,1,4,8724,3599,0,FALSE
72,13,9,2,2,4996,1577,0,FALSE
73,2,0,1,3,260,2158,18823,FALSE
73,3,3,7,0,6294,24215,0,TRUE
73,4,2,5,3,11384,6481,0,FALSE
73,5,1,7,2,7753,18682,3436,FALSE
73,6,1,5,3,3226,8789,10820,FALSE
73,7,3,5,1,3077,4559,3152,FALSE
73,8,9,1,20,2479,2150,14553,FALSE
73,9,11,0,18,3702,2677,13568,FALSE
73,10,18,2,0,18161,3684,0,TRUE
73,11,10,0,0,6477,22224,0,FALSE
73,12,16,1,0,10403,3207,86,FALSE
73,13,13,1,3,13464,4400,0,FALSE
74,2,25,10,0,28885,17967,0,TRUE
74,3,24,9,7,17199,19605,0,FALSE
74,4,3,4,23,1094,4671,30959,FALSE
74,5,19,8,9,16891,9392,4034,FALSE
74,6,10,7,11,8649,15945,12844,FALSE
74,7,16,9,15,13444,32364,5987,FALSE
74,8,18,7,12,17537,11041,0,FALSE
74,9,19,13,0,16302,10130,0,FALSE
74,10,25,4,0,18995,29709,0,FALSE
74,11,22,5,6,13704,45314,443,FALSE
74,12,16,5,32,3839,9421,31929,FALSE
74,13,19,2,32,8602,16277,32509,TRUE
75,2,46,9,5,24275,11514,0,FALSE
75,3,26,9,7,19987,30558,0,FALSE
75,4,14,7,24,8057,20426,15788,FALSE
75,5,27,11,41,13558,15141,29489,TRUE
75,6,17,11,23,7154,22756,25574,FALSE
75,7,40,9,15,19838,33127,0,FALSE
75,8,15,12,20,13854,16359,23348,FALSE
75,9,23,16,30,22560,12355,0,FALSE
75,10,22,16,1,21782,27004,0,FALSE
75,11,18,10,8,14201,21157,16439,FALSE
75,12,26,10,10,23233,25315,16314,TRUE
75,13,24,12,6,18419,8426,0,FALSE
76,2,20,12,3,12566,42306,1323,FALSE
76,3,32,12,0,16679,22233,0,FALSE
76,4,25,8,3,16246,32237,0,FALSE
76,5,23,5,47,9404,8950,38640,TRUE
76,6,34,11,0,15473,10042,0,FALSE
76,7,10,8,28,5887,11619,21205,FALSE
76,8,18,11,31,8221,10425,29523,FALSE
76,9,33,14,0,20889,11218,279,FALSE
76,10,35,10,2,26709,11290,0,TRUE
76,11,12,13,19,8393,19210,20244,FALSE
76,12,24,12,4,27697,12404,0,FALSE
76,13,27,8,1,19130,37115,0,FALSE
77,2,27,3,3,16755,5092,0,FALSE
77,3,33,1,3,22944,2586,0,TRUE
77,4,21,4,31,5395,6674,14110,FALSE
77,5,28,2,30,17339,7730,0,FALSE
77,6,9,3,28,3667,5010,17043,FALSE
77,7,30,2,1,13447,20558,843,FALSE
77,8,5,10,7,6053,10763,13239,FALSE
77,9,2,7,12,837,5760,20775,FALSE
77,10,5,12,0,4328,16275,0,FALSE
77,11,6,9,7,9884,21842,14728,TRUE
77,12,6,13,1,12440,20417,1534,FALSE
77,13,8,7,3,14038,12281,0,FALSE
78,2,2,5,4,822,4146,11994,FALSE
78,3,3,7,1,10025,22741,0,FALSE
78,4,2,8,0,5248,16363,0,FALSE
78,5,9,6,0,9333,4209,0,TRUE
78,6,6,8,3,13194,6250,0,FALSE
78,7,2,5,3,6242,7492,11360,FALSE
78,8,17,2,27,3557,5143,14896,FALSE
78,9,21,1,5,13400,23593,0,FALSE
78,10,26,4,0,17149,6230,0,TRUE
78,11,11,1,27,2041,1189,15902,FALSE
78,12,17,2,0,10259,6178,223,FALSE
78,13,23,1,3,10350,10846,573,FALSE
79,2,18,7,0,19675,10896,0,FALSE
79,3,15,7,5,11106,31878,0,TRUE
79,4,10,8,11,8437,7747,20011,FALSE
79,5,3,6,14,5036,10630,16743,FALSE
79,6,7,8,2,7158,19286,9157,FALSE
79,7,15,7,0,17727,8136,70,FALSE
79,8,16,3,29,2392,3957,26948,TRUE
79,9,11,4,15,4486,7713,30273,FALSE
79,10,27,3,10,14597,24680,0,FALSE
79,11,13,5,9,15625,13820,0,FALSE
79,12,26,4,13,19606,6411,0,FALSE
79,13,12,3,3,13402,35503,0,FALSE
80,2,28,17,31,9119,10500,35226,FALSE
80,3,42,11,2,25956,63469,0,TRUE
80,4,21,11,39,13194,28298,40979,FALSE
80,5,27,8,6,25431,53258,0,FALSE
80,6,33,16,3,26270,32019,0,FALSE
80,7,21,18,14,20134,16264,10143,FALSE
80,8,31,10,1,31610,50687,0,FALSE
80,9,53,15,9,28082,12611,0,TRUE
80,10,41,7,5,42857,19730,0,FALSE
80,11,29,11,53,14551,18588,41695,FALSE
80,12,9,9,47,3688,8527,39977,FALSE
80,13,24,14,10,25168,27542,11200,FALSE
81,2,11,0,4,4707,3712,817,FALSE
81,3,14,0,1,3212,4253,685,FALSE
81,4,18,3,0,5334,1637,0,FALSE
81,5,8,3,2,2285,5125,1391,FALSE
81,6,22,0,0,7844,1850,0,TRUE
81,7,16,2,0,5112,2425,0,FALSE
81,8,3,6,0,3880,5284,663,TRUE
81,9,2,8,0,2107,3463,43,FALSE
81,10,3,5,0,3688,1973,0,FALSE
81,11,1,7,0,2190,5754,298,FALSE
81,12,3,9,0,2973,7156,573,FALSE
81,13,4,7,1,3646,5311,500,FALSE
82,2,23,13,4,26496,40690,0,FALSE
82,3,11,15,35,6235,13831,41690,FALSE
82,4,32,20,0,29958,13871,0,FALSE
82,5,32,15,2,30518,50073,0,TRUE
82,6,24,20,20,15673,18413,20479,FALSE
82,7,18,18,15,19434,17617,9725,FALSE
82,8,51,15,18,24139,56952,0,TRUE
82,9,55,16,0,40143,10564,0,FALSE
82,10,3,7,60,671,7006,47408,FALSE
82,11,49,13,0,31145,13596,0,FALSE
82,12,47,7,1,25858,57312,0,FALSE
82,13,37,11,59,13761,30668,37061,FALSE
83,2,31,8,2,20846,40482,0,FALSE
83,3,28,4,38,8354,7598,28107,FALSE
83,4,48,17,14,32095,19265,0,TRUE
83,5,22,6,45,8405,9547,40373,FALSE
83,6,28,10,1,23435,11062,0,FALSE
83,7,23,11,7,16557,41120,195,FALSE
83,8,25,12,3,21441,35590,1729,FALSE
83,9,24,15,9,22866,33309,0,TRUE
83,10,21,6,20,17341,9802,12084,FALSE
83,11,25,9,33,13509,12441,22373,FALSE
83,12,28,14,13,21185,10105,0,FALSE
83,13,15,11,26,12169,20920,20166,FALSE
84,2,15,10,27,6776,8133,32040,FALSE
84,3,19,10,8,19016,29323,0,FALSE
84,4,19,10,20,10149,9833,20237,TRUE
84,5,10,13,9,13926,10553,1858,FALSE
84,6,26,9,1,14778,8650,0,FALSE
84,7,18,10,0,18015,35628,0,FALSE
84,8,11,7,34,5971,7974,20367,FALSE
84,9,25,9,9,14574,29030,16,FALSE
84,10,31,9,21,15556,7204,5404,FALSE
84,11,42,5,18,24621,10250,0,TRUE
84,12,26,8,7,16460,34016,0,FALSE
84,13,12,9,28,5498,8960,22579,FALSE
85,2,32,8,9,21140,11613,0,TRUE
85,3,22,9,1,15148,6389,0,FALSE
85,4,21,6,23,7904,6898,17882,FALSE
85,5,21,6,33,8482,13003,19899,FALSE
85,6,31,9,0,22716,9250,0,FALSE
85,7,32,8,1,20657,26077,720,FALSE
85,8,16,10,3,18376,5344,0,FALSE
85,9,19,8,1,13571,39044,0,FALSE
85,10,8,9,26,3633,7142,27332,FALSE
85,11,20,12,4,10212,29913,0,FALSE
85,12,10,10,11,5518,11447,25687,FALSE
85,13,25,11,0,11106,13359,649,TRUE
86,2,29,11,2,24494,16067,0,TRUE
86,3,18,4,1,20423,33559,0,FALSE
86,4,21,5,38,5313,5307,22041,FALSE
86,5,23,8,14,12696,16471,10454,FALSE
86,6,18,14,2,17578,9720,0,FALSE
86,7,16,6,24,12486,10517,18727,FALSE
86,8,30,9,5,20618,29497,2027,FALSE
86,9,33,10,1,21488,6839,0,TRUE
86,10,15,10,1,12789,45588,0,FALSE
86,11,8,5,28,3961,6764,27740,FALSE
86,12,22,13,0,18227,14385,219,FALSE
86,13,16,7,29,7436,9622,34502,FALSE
87,2,14,2,22,2154,1978,13451,FALSE
87,3,23,2,9,11421,4768,0,TRUE
87,4,22,3,1,9016,3867,0,FALSE
87,5,16,1,0,9664,1809,0,FALSE
87,6,14,2,0,10100,23426,0,FALSE
87,7,8,3,22,3052,3770,8064,FALSE
87,8,3,6,0,5138,21378,0,FALSE
87,9,9,7,3,5898,15696,50,TRUE
87,10,7,9,0,8610,5474,0,FALSE
87,11,5,3,3,3223,5893,8498,FALSE
87,12,3,7,8,1590,4821,16465,FALSE
87,13,7,8,2,5890,3295,0,FALSE
88,2,3,5,1,5528,10937,51,FALSE
88,3,1,3,5,3606,3062,12982,FALSE
88,4,0,4,4,6129,6568,9440,FALSE
88,5,3,4,0,6281,18766,1536,FALSE
88,6,2,4,1,3226,2204,0,FALSE
88,7,6,3,0,10242,3056,0,TRUE
88,8,12,4,3,12748,4658,0,FALSE
88,9,5,2,1,6341,12955,0,FALSE
88,10,10,1,1,5707,18026,0,FALSE
88,11,6,2,14,3694,3832,10194,FALSE
88,12,1,0,13,206,1585,17989,FALSE
88,13,15,0,2,12046,3988,0,TRUE
89,2,39,14,8,32040,8490,0,FALSE
89,3,34,8,11,29631,32552,787,TRUE
89,4,30,14,32,15695,14357,27924,FALSE
89,5,29,8,17,15931,34656,583,FALSE
89,6,43,10,18,29828,14057,0,FALSE
89,7,30,12,37,12633,13436,21330,FALSE
89,8,26,12,8,21681,43857,0,FALSE
89,9,33,15,10,28863,18470,0,FALSE
89,10,0,4,40,251,6952,44089,FALSE
89,11,30,12,3,21539,60501,0,FALSE
89,12,14,10,37,8727,13247,36660,FALSE
89,13,32,15,3,21763,14686,0,TRUE
90,2,13,9,19,9408,7417,24513,FALSE
90,3,5,11,14,7978,8480,30952,FALSE
90,4,16,10,0,18824,9203,0,FALSE
90,5,20,12,2,22988,9640,0,FALSE
90,6,12,10,6,16723,27456,390,FALSE
90,7,17,9,2,20219,42663,0,TRUE
90,8,30,5,1,20795,27414,0,FALSE
90,9,12,2,28,5423,5593,34603,FALSE
90,10,26,6,45,6211,7040,29685,FALSE
90,11,39,4,6,29892,13318,0,TRUE
90,12,19,7,4,14082,38618,49,FALSE
90,13,27,8,0,25420,14215,0,FALSE
91,2,2,5,0,5504,18836,0,FALSE
91,3,4,8,0,9554,4993,0,TRUE
91,4,4,3,1,10001,5060,0,FALSE
91,5,3,3,0,7307,20788,0,FALSE
91,6,1,4,2,2592,3774,10128,FALSE
91,7,0,3,4,187,2952,22289,FALSE
91,8,19,1,0,13438,2949,0,TRUE
91,9,13,2,3,9095,8679,645,FALSE
91,10,14,0,21,4354,2517,10777,FALSE
91,11,7,1,23,4486,6030,7547,FALSE
91,12,6,1,8,5852,3401,8287,FALSE
91,13,13,1,4,6161,15373,84,FALSE
92,2,41,10,8,34849,15843,0,TRUE
92,3,20,5,38,10239,10979,33645,FALSE
92,4,30,9,1,23410,16165,596,FALSE
92,5,35,14,4,21453,61355,0,FALSE
92,6,8,6,49,3055,8794,34881,FALSE
92,7,33,12,7,29901,15149,3350,FALSE
92,8,31,12,0,34811,17086,0,FALSE
92,9,15,9,31,6147,8251,40090,FALSE
92,10,23,12,8,16523,27554,0,FALSE
92,11,29,13,5,21045,42825,0,TRUE
92,12,15,12,28,10994,22454,36354,FALSE
92,13,22,11,7,18718,46420,662,FALSE
93,2,6,4,2,11081,12311,0,FALSE
93,3,11,4,1,8580,13417,923,FALSE
93,4,6,7,11,5016,4727,8872,FALSE
93,5,9,5,12,4890,8343,14333,FALSE
93,6,10,4,6,10965,9669,1128,FALSE
93,7,13,8,1,8035,4865,0,TRUE
93,8,18,7,0,13633,6479,0,FALSE
93,9,13,3,17,7097,5228,10884,TRUE
93,10,13,2,1,8709,21551,0,FALSE
93,11,12,3,13,5131,9588,12513,FALSE
93,12,15,3,4,10306,10624,0,FALSE
93,13,10,6,10,3863,6787,13113,FALSE
94,2,3,4,0,6977,3354,2062,TRUE
94,3,2,5,4,1500,3402,7817,FALSE
94,4,0,4,1,4896,3877,2900,FALSE
94,5,1,7,0,2176,10402,0,FALSE
94,6,1,5,0,5619,4244,0,FALSE
94,7,1,5,1,3373,13056,0,FALSE
94,8,21,0,14,8684,2528,0,TRUE
94,9,10,1,3,3951,1488,0,FALSE
94,10,9,2,18,2486,2717,7009,FALSE
94,11,16,0,1,5850,9503,0,FALSE
94,12,19,0,4,8128,5435,548,FALSE
94,13,9,1,14,3668,3092,8453,FALSE
95,2,15,5,35,3727,12119,23005,FALSE
95,3,30,6,0,17437,29526,0,FALSE
95,4,30,5,0,12938,24839,0,FALSE
95,5,38,8,20,22689,9847,0,TRUE
95,6,11,6,38,5399,6335,21314,FALSE
95,7,33,4,5,18652,4256,0,FALSE
95,8,15,11,0,17184,24502,0,TRUE
95,9,18,9,1,13086,6125,0,FALSE
95,10,15,11,2,11435,37857,0,FALSE
95,11,14,13,10,5540,10346,10714,FALSE
95,12,10,10,13,12723,12201,11414,FALSE
95,13,4,8,19,6768,9914,17513,FALSE
96,2,9,10,1,8189,6050,0,FALSE
96,3,3,7,4,3474,6054,4233,FALSE
96,4,8,7,5,6172,5135,7922,FALSE
96,5,9,8,2,4655,3820,0,FALSE
96,6,8,6,1,7141,12718,0,FALSE
96,7,10,7,0,7905,5025,1191,TRUE
96,8,0,0,0,0,0,0,FALSE
96,9,23,2,5,9199,12979,0,TRUE
96,10,22,4,6,9840,5825,237,FALSE
96,11,18,5,0,5150,2474,0,FALSE
96,12,11,3,22,2820,3949,10891,FALSE
96,13,13,2,0,6510,11815,0,FALSE
96,14,7,7,9,2892,5795,9419,FALSE
97,2,8,1,7,3225,2823,4539,FALSE
97,3,9,1,11,1330,1758,11105,TRUE
97,4,13,4,2,3534,2473,0,FALSE
97,5,7,0,2,4149,9629,0,FALSE
97,6,12,3,0,5474,2828,0,FALSE
97,7,8,1,2,1699,4241,123,FALSE
97,8,2,6,1,2266,3646,3683,FALSE
97,9,6,5,0,6614,2713,0,TRUE
97,10,4,7,0,5539,2722,0,FALSE
97,11,4,4,0,4942,9666,0,FALSE
97,12,1,5,3,1768,1480,4340,FALSE
97,13,0,2,0,337,540,0,FALSE
97,14,0,1,2,1025,2229,0,FALSE
98,2,16,8,1,7788,10215,583,TRUE
98,3,6,12,3,3407,6420,6237,FALSE
98,4,2,10,4,3227,8804,3981,FALSE
98,5,7,7,0,5117,14713,0,FALSE
98,6,8,10,0,4464,4617,0,FALSE
98,7,6,8,8,3732,8167,13506,FALSE
98,8,13,6,2,8631,6035,0,FALSE
98,9,21,4,0,9291,4599,0,FALSE
98,10,22,9,0,10980,3207,0,FALSE
98,11,17,3,2,5900,12166,0,FALSE
98,12,26,2,1,12112,2803,0,TRUE
98,13,10,2,15,4327,4951,11536,FALSE
99,2,14,2,0,4248,4349,84,FALSE
99,3,13,2,23,3211,3672,16738,TRUE
99,4,23,2,0,6485,15382,0,FALSE
99,5,14,2,0,4149,2096,0,FALSE
99,6,18,5,4,4680,3617,2482,FALSE
99,7,12,2,0,3192,6488,0,FALSE
99,8,2,5,2,3465,2493,4666,FALSE
99,9,4,9,1,8310,6517,120,FALSE
99,10,2,7,5,4761,3959,0,FALSE
99,11,9,8,0,7139,3227,0,TRUE
99,12,4,5,3,2998,4896,4795,FALSE
99,13,5,7,0,4998,12387,0,FALSE
100,2,13,19,32,8348,15998,34129,FALSE
100,3,50,17,2,35089,14201,0,TRUE
100,4,34,14,2,27107,37896,0,FALSE
100,5,29,12,42,11695,15604,43745,FALSE
100,6,39,15,1,25960,20913,98,FALSE
100,7,32,14,5,19569,42416,864,FALSE
100,8,57,12,0,41281,9554,0,TRUE
100,9,43,14,11,21129,13791,0,FALSE
100,10,36,16,9,25783,50676,632,FALSE
100,11,30,16,44,14451,11209,33972,FALSE
100,12,28,18,2,23182,50248,0,FALSE
100,13,11,15,34,4032,9582,33958,FALSE
101,2,10,8,0,6722,13885,0,FALSE
101,3,19,9,0,9844,5667,0,TRUE
101,4,5,9,10,2496,6466,13065,FALSE
101,5,13,4,0,6970,4241,0,FALSE
101,6,5,9,14,3655,6811,14362,FALSE
101,7,11,6,4,6299,21398,0,FALSE
101,8,14,8,2,5640,4798,0,FALSE
101,9,21,3,6,9800,11871,674,FALSE
101,10,22,5,14,8833,3607,9329,TRUE
101,11,19,8,17,11057,4765,0,FALSE
101,12,14,7,17,6250,5315,6910,FALSE
101,13,13,7,0,8704,6742,416,FALSE
102,2,37,9,0,28321,18372,0,TRUE
102,3,25,13,49,15800,14217,43279,FALSE
102,4,35,17,1,29939,18011,0,FALSE
102,5,19,22,25,14757,16977,32768,FALSE
102,6,32,20,7,28922,51844,3744,FALSE
102,7,14,19,3,17314,41248,8095,FALSE
102,8,38,12,64,17965,15617,31431,FALSE
102,9,47,8,19,23503,48501,15459,FALSE
102,10,68,13,13,47241,13501,0,TRUE
102,11,64,15,22,35271,16189,0,FALSE
102,12,19,13,49,10166,22382,35579,FALSE
102,13,44,8,4,22193,56840,0,FALSE
103,2,8,12,5,3754,7242,4185,FALSE
103,3,6,11,3,2921,4767,0,FALSE
103,4,15,10,0,4620,4208,0,TRUE
103,5,2,6,4,339,2106,2564,FALSE
103,6,0,0,0,0,0,0,FALSE
103,7,0,0,0,0,0,0,FALSE
103,8,13,6,0,4784,3921,0,FALSE
103,9,4,7,1,1659,2145,423,FALSE
103,10,0,1,0,396,2190,0,FALSE
103,11,1,2,0,272,2072,0,FALSE
103,12,0,1,0,146,366,0,FALSE
103,13,8,5,14,2611,3679,9415,FALSE
103,14,5,6,1,1791,2407,0,FALSE
103,15,19,8,0,5493,3927,0,FALSE
103,16,19,3,0,5521,3216,0,FALSE
